71, -0.403901 -0.515093 -1.028466 0.636904 -0.780569 0.073909 0.030389 0.026468 0.080774 0.046271 -0.006472 0.000847 0.02027 0.009916 0.030246 0.024179 0.002533 -0.002982 -0.061626 -0.024593 -0.052189 -0.026224 -0.027377 -0.005581 -0.04289 -0.035712 -0.027987 -0.049736 -0.056706 -0.031222 -0.033258 -0.151365 -0.05768 -0.630585 -0.935367;
72, -0.372824 -0.796562 -0.551295 1.576336 -0.553942 -0.010071 0.00377 0.074583 0.051625 0.036119 0.077526 0.038888 0.04678 0.039027 0.06052 0.049553 0.065261 0.03411 -0.063657 -0.05331 -0.079221 0.036208 -0.04289 0.014809 -0.016599 -0.032449 0.013117 -0.010301 -0.000459 0.074446 0.010899 -0.377549 -0.017491 -0.5975 -0.556422;
73, -0.095076 -0.68967 -0.120555 1.095534 0.439933 0.05329 0.008674 -0.000935 -0.022899 0.01815 -0.012208 -0.039608 -0.01927 -0.003182 -0.002121 -0.0088 0.014011 -0.004414 -0.093888 -0.046635 -0.055243 0.016539 -0.015777 -0.030347 0.004519 -0.019242 -0.009512 0.002068 0.026882 0.008849 0.011649 0.25503 -0.233607 -0.562498 -0.766515;
74, -0.072535 0.640284 0.952322 0.996546 0.196536 -0.022388 0.039227 -0.009479 -0.027094 -0.030924 -0.075432 -0.059317 -0.05476 -0.034176 0.000056 0.028201 0.020418 -0.016887 0.089791 0.040126 0.04721 0.041691 0.019834 0.046565 0.014185 0.015261 0.023351 0.016302 0.044987 0.035574 0.049626 0.224586 -0.195782 -0.515239 -0.518422;
75, -0.056586 0.310972 0.264681 0.429504 0.266336 -0.018059 -0.04494 -0.024142 -0.022746 0.024784 0.03242 0.005386 -0.011985 -0.008558 -0.013562 -0.022004 0.02524 0.006323 0.006729 -0.000035 -0.00704 0.016286 0.002703 -0.003254 0.001184 -0.034312 -0.016299 -0.012543 -0.030446 -0.039632 -0.015537 0.239 -0.258737 -0.100931 0.216459;
76, -0.12952 0.082283 0.360688 -0.209578 0.428891 -0.004938 -0.062058 -0.00264 -0.021791 -0.02789 -0.069158 -0.050759 0.003511 0.019934 0.025834 -0.031465 -0.012491 -0.057085 -0.01579 -0.055722 0.018101 -0.027583 0.00428 0.01103 -0.002346 0.004168 0.04495 0.031005 0.007052 0.00512 0.020657 0.35982 -0.323306 -0.127049 0.549164;
77, 0.098175 -0.113243 -0.347862 0.186411 1.007905 -0.048196 -0.039265 0.062324 -0.002248 -0.002409 -0.008255 -0.018057 -0.033416 -0.017393 -0.00988 0.007165 -0.02133 -0.01582 -0.054928 -0.0647 -0.071774 -0.039861 -0.044018 -0.042563 -0.047092 -0.036907 -0.033663 -0.043297 -0.057906 -0.044865 -0.01659 0.32459 -0.339019 0.156385 0.985056;
78, -0.193221 0.667138 -1.578206 -1.082289 -1.113352 0.045383 0.077323 0.010543 0.001878 -0.036364 -0.024055 -0.009212 -0.013691 -0.019318 -0.022773 0.043478 0.073211 0.037658 0.02955 -0.030414 -0.06414 -0.0593 -0.032655 -0.027088 -0.04579 -0.043389 -0.044444 -0.037662 -0.044198 -0.018807 -0.024437 0.068146 -0.177465 -0.623855 -0.992716;
79, -0.277152 0.101429 -0.933961 -1.030564 -1.128941 0.031856 0.07447 0.026634 0.030597 0.010507 -0.032038 -0.042496 -0.043143 0.013364 0.034199 0.024576 0.018981 0.003442 -0.014981 0.001966 -0.007397 -0.020868 -0.015502 0.010485 0.009679 -0.017318 -0.028319 -0.038842 -0.027905 -0.041705 -0.039114 0.010397 0.039627 -0.606703 -0.86002;
80, -0.066413 0.346082 -0.852398 -0.706769 -0.529183 0.050771 0.011056 -0.000929 -0.002622 -0.048051 -0.010014 -0.025327 0.018125 0.051582 -0.024528 -0.070078 -0.054373 0.032123 -0.000254 -0.039854 -0.061212 -0.041419 -0.049707 -0.049052 -0.036785 -0.05525 -0.037856 -0.017836 -0.041242 -0.026945 -0.017066 0.331605 -0.321082 -0.550513 -0.601551;
81, -0.363307 0.213525 -0.561088 -0.773033 -0.330344 0.014949 0.034704 0.034113 0.019522 0.032966 0.02669 -0.008895 -0.006086 0.005202 0.032398 0.013249 0.01929 0.023529 -0.018413 -0.030313 -0.001355 0.000452 -0.016897 -0.023335 -0.049866 -0.014294 -0.006265 -0.000128 -0.006371 -0.034581 0.008645 0.021227 -0.102122 -0.615869 -0.852661;
82, -0.319875 -0.291314 -0.900517 -0.767783 0.115354 -0.055759 0.060086 0.076199 0.029527 0.069695 -0.003502 -0.0255 -0.013013 -0.003399 0.012213 0.010539 0.019541 0.026403 -0.077301 -0.049744 -0.039897 -0.022655 -0.029599 -0.018501 -0.040592 -0.007479 -0.035604 -0.030332 -0.044562 0.004748 -0.029039 0.015551 -0.139601 -0.589564 -0.665017;
83, -0.251384 -0.572981 -1.006577 -0.042347 -0.2239 0.095956 0.049983 -0.036642 0.007872 -0.043547 -0.058243 -0.068716 -0.090545 -0.067657 -0.075671 -0.071263 -0.074333 -0.035981 -0.103586 -0.033819 -0.095988 -0.086054 -0.075458 -0.035924 -0.041163 -0.028318 -0.019035 -0.029158 -0.036676 -0.049852 -0.048308 0.404822 -0.334309 -0.613657 -0.907665;
84, 0.334852 0.07121 -0.665501 0.402718 -0.183131 0.034491 0.024469 0.005378 0.038781 0.045637 0.032202 0.00996 -0.005083 0.03187 -0.005533 -0.020161 -0.00455 0.00633 0.002419 -0.028212 -0.048418 -0.024799 0.016715 -0.008951 -0.003288 -0.01735 0.001244 0.007012 -0.022681 -0.018063 -0.022099 0.003675 -0.07359 -0.607316 -0.84865;
85, -0.389696 -0.451742 -0.669923 0.69817 0.165488 0.05979 0.002569 0.045048 0.028303 0.027998 0.027641 -0.047341 -0.018223 0.003038 0.008995 0.031171 0.066095 0.030523 -0.061174 -0.035943 -0.063545 -0.010717 -0.050503 -0.035884 -0.019497 -0.014293 -0.024511 -0.030415 -0.034944 -0.035311 -0.055445 0.055697 -0.111492 -0.581303 -0.73501;
86, -0.237372 -0.112156 -0.376203 0.903951 0.855613 0.003984 -0.005083 0.041393 0.023528 0.055749 0.061541 0.039087 0.032363 0.018269 0.0262 0.042879 0.072504 0.023007 -0.010589 -0.0506 -0.056658 -0.015805 -0.030807 -0.006517 -0.027832 -0.041473 -0.037783 -0.054227 -0.037876 -0.035634 -0.044096 -0.068141 -0.137022 -0.603008 -0.714286;
87, -0.222847 -0.200781 0.3249 0.550432 0.855514 0.069394 -0.022667 -0.064245 -0.053655 -0.054795 -0.037337 -0.028896 -0.034971 -0.020504 -0.008782 -0.022939 -0.001576 0.024002 -0.051877 -0.01079 -0.007142 -0.043265 -0.034279 -0.047945 -0.035309 -0.02672 -0.003559 -0.03266 -0.023839 -0.008016 -0.007706 0.33926 -0.330907 -0.454009 -0.523259;
88, 0.55089 0.068358 0.137219 0.365023 0.254549 0.061154 0.020619 -0.002604 -0.0177 -0.045829 -0.002755 -0.031168 -0.04142 -0.032038 -0.054741 -0.025811 0.00572 0.041186 -0.012116 0.00174 0.001388 -0.033464 0.006988 0.007842 0.023823 0.024724 0.042021 0.032832 0.003355 0.003837 0.018378 0.323861 -0.266557 -0.538208 -0.566463;
89, -0.346156 -0.008719 0.198647 -0.377633 0.941632 -0.045583 -0.07099 -0.01651 -0.064814 -0.047657 -0.051938 -0.072122 -0.007607 0.050874 0.007291 -0.007515 -0.021928 -0.074619 -0.05686 0.001798 -0.018175 0.001444 0.002479 -0.02625 -0.035866 0.007091 -0.001513 0.008056 -0.008326 -0.042033 -0.020592 0.384864 -0.348087 0.066326 0.299847;
90, -0.170861 0.476473 -0.444334 -0.02363 0.902327 0.000824 -0.047651 0.035364 0.012984 -0.010661 -0.024408 -0.031197 -0.017285 -0.02263 0.023789 0.0294 0.000438 -0.007213 0.013303 0.002104 -0.058585 0.005033 0.001411 -0.046501 -0.027504 -0.045334 -0.041308 -0.030912 -0.04378 -0.022265 -0.037736 0.273004 -0.302768 -0.257037 0.293004;
91, -0.149997 0.339152 -1.128533 -0.864354 -1.485511 -0.003416 -0.028669 0.002751 0.048254 0.028993 0.083616 0.06471 0.046402 0.055106 0.048379 -0.000875 -0.046485 -0.005109 0.014942 -0.024148 -0.068838 -0.047127 -0.01306 -0.011037 0.001613 -0.005984 -0.004937 -0.001076 -0.011079 -0.002709 -0.017091 -0.053896 -0.093568 -0.230095 0.199372;
92, -0.070598 0.15133 -0.745862 -0.869733 -1.05476 0.025893 -0.00528 -0.000873 -0.021445 -0.032751 0.025125 0.020378 -0.010073 -0.036329 -0.002424 0.047279 0.004858 0.012913 -0.025903 -0.046363 -0.055485 -0.06171 -0.055039 -0.047739 -0.041052 -0.032011 -0.024451 -0.030535 -0.020611 -0.017527 -0.037023 0.26841 -0.263457 -0.273594 -0.073443;
93, -0.306469 -0.221152 -0.250821 -0.382141 -0.806925 0.054755 0.022507 -0.061027 -0.038697 -0.035626 -0.018073 0.019632 0.069323 0.027328 -0.029361 -0.039989 -0.005847 -0.061906 -0.090401 -0.058456 -0.006773 -0.05132 0.017096 -0.003647 -0.025888 0.016571 0.018029 -0.01685 -0.004758 -0.001835 0.013137 0.326534 -0.320377 -0.306098 -0.462237;
94, -0.402476 0.052141 -0.359465 -0.819001 -0.260025 -0.00766 0.00923 0.059123 0.036791 0.025924 0.026896 0.06941 0.079237 -0.035569 -0.056037 -0.073628 -0.047353 -0.00251 -0.022327 -0.009049 0.013586 0.025744 -0.010119 0.007458 -0.021138 0.003989 -0.00919 -0.016985 -0.007953 -0.012612 0.018132 0.07936 -0.148894 -0.505008 -0.255788;
95, -0.174639 -0.238292 -0.396859 -0.23226 0.006462 0.002961 -0.042292 -0.007268 -0.002993 0.00628 0.001381 0.00893 0.026221 0.00463 0.031606 0.046986 0.032755 0.028173 -0.070832 -0.05151 -0.04516 -0.052268 -0.039913 0.020464 -0.035121 -0.025403 -0.025346 -0.038926 -0.044609 -0.018757 -0.025463 0.271028 -0.29609 -0.34351 -0.072921;
96, -0.08866 -0.159617 -0.685238 -0.297731 -0.012641 -0.0632 0.044813 0.057821 -0.039219 -0.018601 -0.056158 -0.032924 -0.032681 0.002746 -0.003717 0.037671 -0.00198 -0.007818 -0.084862 -0.089699 -0.058139 -0.06091 -0.045459 -0.03978 -0.064538 -0.054129 -0.034844 -0.027291 -0.044931 -0.031252 -0.034182 0.31629 -0.292191 -0.532577 -0.575534;
97, -0.387899 0.214265 -0.956737 -0.238293 0.211284 0.019457 0.010482 0.032869 0.066033 -0.002136 0.006299 -0.029855 -0.055913 -0.029927 -0.055388 -0.008395 0.026747 -0.029585 -0.017287 -0.029587 -0.043774 0.006905 -0.008269 -0.05017 -0.059791 -0.035417 -0.035019 -0.03808 -0.075211 -0.046939 -0.041374 0.280966 -0.27658 -0.583557 -0.735365;
98, -0.412889 -0.071256 -0.95194 -0.061822 0.794435 0.020259 0.037675 0.083729 0.069199 0.015669 0.016819 -0.019537 -0.009177 0.003711 0.009614 0.030703 0.041511 0.006239 -0.026126 -0.012714 -0.042493 0.006004 0.020685 -0.047153 -0.048711 -0.028435 -0.039187 -0.036107 -0.05176 -0.033293 -0.050408 -0.128666 -0.059864 -0.635406 -0.855536;
99, -0.367914 -0.102584 -0.172196 0.179333 0.627971 0.088149 0.025472 -0.01306 -0.007113 -0.029489 -0.022913 -0.042967 -0.017884 -0.000285 -0.03983 -0.00134 0.051942 -0.005865 -0.052574 -0.01181 -0.023981 0.021316 -0.059786 -0.026076 -0.052279 -0.045131 -0.036079 -0.01561 -0.038985 -0.030178 -0.0526 0.328513 -0.304755 -0.58123 -0.860792;
100, -0.371834 0.242858 0.16392 0.570776 1.541959 0.058174 0.006595 -0.003677 0.018417 -0.00811 -0.01098 -0.036432 -0.041438 -0.004108 -0.017531 0.003763 0.019182 -0.016656 0.004943 0.024023 -0.009099 -0.009719 -0.004633 -0.044298 -0.050288 -0.014401 -0.05096 -0.04215 -0.022651 -0.036484 -0.04255 0.300659 -0.2877 -0.515625 -0.494541;
101, -0.396507 -0.047765 -0.032364 -0.105118 1.111682 0.016936 -0.012402 0.058575 0.034199 0.008459 0.039449 0.019346 -0.002072 -0.012306 -0.016415 0.007612 0.043378 0.00293 -0.036052 -0.02574 0.00112 0.00332 -0.040669 -0.032371 -0.033145 -0.035177 -0.02779 -0.015051 -0.030158 -0.026257 -0.030926 0.09791 -0.182059 -0.545554 -0.476036;
102, -0.166172 -0.260269 0.465864 -0.013397 1.225926 0.005409 -0.082896 0.014963 0.003692 0.002612 0.041846 -0.020281 -0.022783 -0.012169 -0.024794 -0.043468 -0.05274 -0.064808 -0.05676 -0.063744 -0.013661 -0.039799 -0.044752 -0.034767 0.001457 -0.007829 -0.040072 -0.017909 0.015029 0.092764 0.005654 0.329052 -0.329073 -0.358079 0.072036;
103, -0.125637 -0.116816 -0.12347 0.404222 1.589647 -0.047068 -0.017541 0.044061 0.081686 0.101814 0.067952 0.035662 0.018748 -0.002636 -0.001135 0.041581 0.061997 0.021751 -0.01223 -0.014143 -0.043819 -0.020164 -0.026391 -0.025399 -0.046531 -0.01482 -0.051489 -0.046314 -0.029375 -0.018481 -0.027497 -0.104941 -0.02131 -0.113028 0.450117;
104, -0.081079 -0.556734 -0.786588 -0.276929 -0.972677 -0.024596 -0.030716 0.062842 0.078722 0.036918 0.042641 0.08687 0.037694 -0.001929 0.028027 0.041268 0.025632 0.071356 -0.064358 -0.050985 -0.035999 -0.043727 -0.005773 -0.024654 -0.006546 0.00904 -0.017394 -0.02202 -0.027189 0.000265 -0.00426 -0.30184 0.185182 0.035619 1.106025;
105, -0.060353 0.126453 -0.650432 -0.574081 -0.490363 -0.019452 -0.060708 0.046787 0.056381 0.03302 0.030513 -0.015557 0.004803 0.01734 0.028108 0.060349 0.015133 -0.029121 -0.024491 -0.055215 -0.052772 -0.036905 -0.036938 0.004054 -0.044025 -0.031841 -0.021758 -0.035711 -0.031111 -0.035376 -0.027731 0.176806 -0.228568 0.232865 1.01605;
106, -0.286244 0.012319 0.458857 -0.548042 -0.071898 -0.033144 -0.053454 -0.041884 -0.01544 -0.060882 -0.057558 -0.076836 -0.051818 -0.003805 0.046038 0.070717 -0.020587 -0.043286 -0.041335 -0.026488 0.029989 0.002262 -0.005983 0.006418 -0.004894 0.00392 -0.017748 -0.007908 0.012544 0.016243 0.018271 0.33996 -0.28703 0.387026 0.907069;
107, -0.328991 0.238013 -0.301484 -1.037755 -0.473804 -0.014675 -0.019735 -0.038028 -0.014306 0.001877 0.0289 0.052946 0.025991 0.001843 0.028775 0.048547 -0.041811 -0.113576 -0.025541 -0.017083 -0.017227 -0.039913 -0.052362 -0.037244 -0.042556 -0.030341 -0.041655 -0.035424 -0.031174 -0.03589 -0.011972 0.283693 -0.290414 -0.111349 0.271243;
108, -0.092626 0.484644 -0.524103 -0.611784 0.068004 0.008395 -0.035576 0.043624 0.037584 -0.039891 -0.017736 -0.033853 -0.001387 -0.005231 -0.021699 0.020714 -0.002013 0.032602 0.019545 0.007044 -0.037304 -0.028436 -0.045261 -0.054782 -0.024169 -0.030109 -0.043247 -0.040755 -0.02918 -0.004297 -0.030402 0.283585 -0.297152 -0.384263 0.034668;
109, 0.403492 0.165769 -1.087032 -0.070496 0.067735 0.029679 -0.00398 0.067511 0.028391 0.012276 0.049003 0.018313 -0.025411 0.008893 0.030557 0.036255 -0.061008 -0.024004 0.004431 0.007211 -0.05679 -0.037827 0.102027 0.003318 -0.005696 -0.010825 0.004501 -0.00084 -0.015182 0.034484 0.03622 -0.060282 0.046169 -0.437752 0.097243;
110, -0.054561 0.214566 -1.371702 -0.380616 0.064212 0.065458 0.000503 0.016862 0.091827 0.015421 0.07879 0.058227 0.017615 0.059828 0.01379 -0.021817 -0.055896 -0.057745 -0.001131 -0.050531 -0.094141 -0.054753 -0.056688 -0.058037 -0.062519 -0.070128 -0.055879 -0.068674 -0.068095 -0.050722 -0.056549 0.036001 -0.20596 -0.640784 -0.918489;
111, -0.461063 0.528458 -1.11464 -0.488661 0.938798 0.044659 0.09295 0.026123 0.056309 0.038341 0.024172 -0.003258 -0.025944 -0.011625 -0.017614 0.022706 0.057039 0.006168 0.041368 -0.018856 -0.026704 -0.018886 0.012777 -0.045868 -0.05031 -0.061917 -0.041608 -0.059857 -0.061459 -0.04527 -0.032006 -0.019189 -0.05958 -0.654189 -1.097819;
112, -0.032244 0.463806 -0.417046 0.009236 0.76369 0.033705 0.022623 0.010754 0.000782 0.007584 -0.022232 0.026561 0.028492 0.029259 0.045956 0.032009 0.052437 -0.005721 0.020848 0.006986 -0.023631 0.025342 0.02363 -0.001711 -0.045592 -0.024409 0.012945 -0.011073 -0.038399 -0.030853 0.017573 0.161064 -0.219741 -0.539837 -0.565121;
113, -0.506742 0.473207 -0.225781 -0.197601 1.677576 0.047119 0.055517 0.001383 0.016649 0.006483 0.008594 0.005004 -0.018454 -0.005067 -0.021929 0.008845 0.050872 -0.005917 0.024402 -0.02127 0.003549 -0.03534 -0.02298 -0.03174 -0.047534 -0.055463 -0.047995 -0.058675 -0.065277 -0.047071 -0.05635 0.211766 -0.240303 -0.620975 -0.960404;
114, -0.347331 0.264143 0.673921 0.00063 0.954462 0.054782 -0.024785 -0.034857 -0.012749 -0.048908 -0.035359 -0.022752 -0.006102 -0.018756 0.025528 -0.009527 -0.010207 0.023546 -0.012284 0.030813 0.069693 -0.005883 0.008026 -0.011976 0.004274 0.001701 -0.007556 -0.000973 -0.022213 -0.022419 -0.011529 0.360803 -0.328312 -0.416638 -0.485064;
115, 0.438718 0.356592 0.404882 0.079724 1.442421 -0.015331 -0.036527 -0.052916 -0.042716 -0.081769 -0.02456 -0.007648 -0.001528 0.011766 -0.003515 -0.021629 -0.016845 -0.062533 0.015627 0.033012 -0.018299 0.008544 0.022392 0.020729 0.006267 0.004256 -0.001091 0.025482 0.011773 0.001006 0.015206 0.406722 -0.349039 -0.099846 0.085693;
116, 0.055354 -0.034764 0.646671 1.070598 2.041786 -0.029402 -0.017785 -0.042508 -0.037603 0.020604 -0.027755 0.010073 -0.01585 -0.019002 0.010996 0.032279 0.004519 -0.004005 -0.015461 0.042111 -0.013062 -0.032301 -0.00969 -0.015793 0.002739 -0.015434 -0.016684 -0.056771 -0.04129 -0.028393 -0.043079 0.215532 -0.227332 -0.054498 0.228523;
117, -0.034567 -0.054643 -0.56201 -0.401443 -1.276749 -0.046545 -0.062254 0.093602 0.050333 -0.056852 0.036518 0.029138 0.017824 0.051522 0.033419 0.00812 -0.030957 0.004303 -0.037465 -0.053943 -0.035181 -0.027293 -0.014817 -0.021439 0.004479 -0.045221 -0.007002 0.018492 -0.01964 0.041373 0.017502 0.073892 -0.170033 1.010366 1.957143;
118, -0.093747 0.058028 0.193712 -0.201511 -0.257844 -0.060594 -0.098565 0.021996 -0.019176 0.002386 -0.041912 -0.076004 -0.015915 -0.008349 -0.007223 -0.006516 -0.006229 0.033144 -0.034184 0.010724 -0.007755 -0.004646 -0.00445 0.004992 0.026432 -0.002289 0.019346 -0.013274 0.001207 0.030219 -0.006011 0.31083 -0.265855 1.37133 1.639197;
119, -0.414146 0.48603 -0.008678 -0.950903 -0.340453 -0.045006 -0.055023 0.070181 0.062775 0.004452 0.005076 -0.049044 -0.059637 -0.044573 -0.050433 -0.011907 0.006965 -0.013176 0.003865 -0.024194 0.001003 0.021056 -0.038005 -0.020398 -0.031508 -0.058813 -0.05503 -0.042617 -0.014902 -0.038755 -0.037023 0.334917 -0.307233 0.673741 1.72463;
120, -0.136629 0.702193 -0.017149 -0.788077 -0.346685 -0.01528 -0.02643 0.028376 0.045051 -0.024843 -0.032294 -0.016702 0.010045 0.023396 -0.0094 -0.069589 -0.058926 0.008298 0.045037 -0.002562 0.015871 -0.006452 -0.022721 -0.042441 -0.035597 -0.025433 -0.042681 -0.017486 -0.018769 0.004809 -0.007981 0.273008 -0.27701 0.146155 0.956852;
121, -0.058676 0.715594 -0.246567 -0.840526 -0.533409 0.001542 -0.051238 -0.10373 -0.099381 -0.09702 -0.02727 -0.004277 -0.017055 -0.004497 -0.028792 -0.072427 -0.09177 -0.027822 0.033442 -0.000383 -0.031023 -0.011805 -0.027058 -0.019919 -0.013717 -0.003083 -0.008404 -0.019502 -0.010998 0.016182 0.009379 0.39462 -0.346571 0.309077 0.125342;
122, 0.282875 1.350044 -1.108466 -0.65655 -0.709244 0.052693 0.070307 -0.005452 -0.007678 -0.048209 0.005162 0.026051 -0.032329 -0.021174 -0.009146 -0.000993 -0.002494 0.028475 0.125612 -0.010367 -0.043864 0.005673 0.073426 0.017442 -0.006388 -0.021277 -0.032083 -0.00293 -0.018871 0.00768 -0.033492 0.178023 -0.17911 -0.527631 -0.670483;
123, -0.085815 0.838286 -0.820234 -0.478 0.091431 0.04843 0.057018 -0.014922 -0.003344 -0.005898 0.010529 -0.009113 -0.027929 -0.02193 0.001713 -0.021758 -0.044189 -0.025625 0.072431 -0.012149 -0.055743 0.015465 -0.023081 -0.045919 -0.024512 -0.042044 -0.04734 -0.024606 -0.027904 -0.025331 -0.037375 0.23467 -0.257347 -0.601748 -0.899352;
124, -0.289146 0.226618 -0.290482 -0.407624 -0.080514 0.062371 0.062328 0.006512 0.014154 -0.039036 -0.060209 -0.045132 -0.076787 -0.078905 -0.092262 -0.060215 -0.025213 -0.005957 -0.005608 0.050417 -0.020631 0.004462 0.03345 0.109482 0.123643 0.10287 0.096253 0.024586 0.014754 -0.018919 -0.034547 0.399175 -0.249742 -0.586066 -0.774045;
125, -0.432727 0.437057 -0.108893 -0.552991 0.557385 0.049099 0.038586 -0.03015 0.006586 0.023777 -0.005249 -0.030335 -0.040154 -0.017668 0.015813 0.007614 -0.01447 -0.009675 0.015862 0.034797 0.011664 -0.032392 -0.038376 -0.029517 -0.018181 -0.018191 -0.027704 -0.023788 -0.032135 -0.048426 -0.025116 0.269526 -0.223041 -0.566472 -0.7565;
126, -0.377282 0.784034 -0.006915 -0.26034 0.95074 0.037536 0.017618 -0.012048 0.002638 -0.044234 -0.028162 0.021542 -0.016845 -0.088089 -0.081044 -0.069016 -0.071628 -0.029189 0.061039 0.065247 0.014404 0.051798 0.038507 0.059352 0.014136 0.018462 0.010173 0.007869 -0.020155 -0.032105 -0.025886 0.364336 -0.327576 -0.523549 -0.698425;
127, -0.33833 0.849749 0.732722 -0.418355 1.665127 -0.003237 0.001962 0.003013 -0.01547 0.008379 0.032032 0.016455 0.01366 0.021074 0.037471 0.027882 0.034591 0.007376 0.081776 0.004057 0.057275 0.021633 0.022186 0.00725 -0.009115 0.009427 -0.01126 0.018118 0.046975 -0.034824 0.005186 0.070709 -0.082339 -0.515131 -0.584703;
128, -0.068458 0.481595 1.655759 0.457409 1.71341 -0.018256 -0.002438 -0.064606 -0.048232 -0.03301 -0.071942 -0.022841 0.020128 0.000568 -0.058543 -0.038617 -0.042108 -0.065538 0.034172 0.020373 0.133116 0.056604 0.123636 0.126446 0.064253 0.148559 0.086755 0.086403 0.052744 0.103626 0.02654 0.279745 -0.229637 -0.34276 -0.363148;
129, -0.335578 0.834388 0.964321 0.912552 3.352239 -0.029465 -0.005972 -0.032726 -0.023253 0.002871 0.015623 0.005105 -0.03023 -0.035515 -0.046001 -0.0338 0.030785 -0.021583 0.086482 -0.002376 -0.001048 -0.022376 -0.021651 0.033573 -0.030347 -0.046995 -0.018069 -0.029592 -0.020151 -0.038766 -0.033786 0.358777 -0.345836 -0.278954 -0.062362;
130, -0.184026 0.096367 -0.254925 -0.571904 -0.528289 -0.090407 -0.055044 0.085572 0.073594 0.001131 0.010672 0.027472 0.020565 -0.019387 -0.027469 0.045211 -0.000345 0.028161 -0.017487 0.005454 -0.039385 -0.052314 -0.03657 -0.01665 -0.035275 -0.006875 -0.010578 -0.013664 -0.010633 -0.011081 -0.027659 0.213923 -0.20738 2.204871 2.662489;
131, -0.010751 1.332793 -0.077626 -0.600777 0.261354 -0.058763 -0.060984 0.084543 0.02652 -0.069374 0.026972 0.014244 -0.009996 -0.01225 0.025126 0.039351 -0.002109 0.069993 0.116957 0.021924 -0.010089 -0.000548 0.050811 -0.019454 0.009991 -0.01868 0.002216 -0.020522 -0.011101 -0.010259 -0.031646 0.247149 -0.271012 1.568823 2.487148;
132, -0.335669 1.189732 -0.124504 -0.956484 0.2255 -0.110528 -0.029108 -0.019239 -0.030077 -0.009209 -0.082737 -0.023811 -0.010122 0.034436 0.037709 0.05047 -0.022355 -0.004745 0.082407 0.013311 0.007766 0.117265 0.097822 0.092447 0.049325 0.006974 0.040295 -0.016992 0.04313 0.039075 0.050118 0.366489 -0.353874 1.000983 1.644244;
133, -0.159208 0.776 -0.309658 -0.995704 -0.352066 -0.113388 -0.09747 -0.095989 -0.060887 0.032922 0.096284 0.120029 0.036904 -0.047527 -0.042373 0.028397 0.088611 0.107485 0.03281 0.044206 -0.025187 -0.004008 -0.017797 0.005589 0.024664 0.001398 0.002714 0.02173 -0.027348 0.030384 0.030634 0.364697 -0.358684 1.648032 0.546145;
134, -0.330496 1.040023 0.941202 -0.982181 -0.947832 -0.017985 -0.008107 -0.10769 -0.129459 -0.012993 0.058938 0.007543 -0.007201 -0.018308 -0.015387 0.004745 0.0174 0.050955 0.087752 0.025301 0.121119 0.012773 0.047535 0.044431 0.047599 0.047446 0.010062 0.022623 0.002957 -0.007627 0.079436 0.321014 -0.191477 0.493857 0.183308;
135, -0.245412 1.578046 0.01269 -0.9942 -0.615631 0.001445 0.031368 -0.063426 -0.045801 -0.007982 -0.017848 0.009182 -0.012572 -0.008253 -0.007955 -0.000371 -0.004997 -0.002014 0.157572 -0.005487 0.037503 0.024083 0.00705 0.008631 0.004168 -0.00756 -0.035973 -0.009578 -0.018509 -0.022626 -0.034424 0.284841 -0.268429 -0.303675 -0.162206;
136, -0.100117 0.646595 -0.245646 -1.128659 -0.716729 -0.001999 0.047537 -0.065178 -0.033624 -0.009251 -0.031794 -0.009879 -0.010347 -0.014336 -0.009369 -0.015822 -0.009731 -0.012404 0.048902 -0.00504 -0.01371 -0.00762 -0.01515 0.01962 0.003465 -0.019386 -0.0078 -0.02385 0.026599 -0.003061 -0.027689 0.324164 -0.277886 -0.556849 -0.714721;
137, -0.319928 0.987494 -0.434085 -0.709898 -0.131337 0.001335 0.051621 -0.005867 -0.029782 -0.038638 -0.073421 -0.060129 -0.034858 -0.034659 -0.003498 0.06185 0.082955 0.041364 0.091392 0.018269 0.012054 -0.0183 0.076528 0.113638 0.059756 0.031547 0.081666 0.019386 -0.01495 0.01518 0.004567 0.224915 -0.125162 -0.586313 -0.841252;
138, -0.402908 1.059422 0.080915 -0.513541 0.611703 0.037875 0.032004 -0.028825 -0.011283 -0.023459 -0.018023 -0.021397 -0.059708 -0.108016 -0.074671 -0.045145 -0.022122 0.018663 0.108689 0.059327 0.01251 -0.015547 -0.025736 -0.039166 -0.002755 -0.011644 -0.033993 -0.004063 -0.016615 -0.0197 0.013988 0.412559 -0.345481 -0.494187 -0.571962;
139, -0.296255 1.51856 -0.07154 -0.651097 0.5335 -0.010304 -0.029116 -0.051267 -0.028172 -0.098786 -0.066911 0.017897 -0.003125 -0.024095 -0.028279 -0.055131 -0.029657 0.015353 0.130984 0.076088 -0.009269 0.022338 0.073858 0.033337 0.001084 0.028576 0.017094 0.037544 0.04379 0.016984 0.013725 0.384329 -0.34367 -0.215323 0.061998;
140, -0.284154 1.333683 0.825242 -0.252501 1.177951 0.027472 0.003572 -0.05858 -0.030859 -0.02401 -0.036371 -0.015106 -0.009517 -0.008106 -0.00315 -0.08099 -0.08423 -0.025013 0.13991 0.049828 0.056441 0.044201 0.018213 -0.005186 -0.003087 -0.00635 -0.000866 0.032085 0.014604 0.003269 0.05304 0.385457 -0.343742 -0.313424 -0.160213;
