40, -0.112124 -0.945235 -1.345547 -0.819976 -1.155647 0.026944 0.110826 0.02897 0.047329 0.045112 0.070671 0.072932 0.055495 0.061038 0.065074 0.06519 0.059845 0.06201 0.003076 -0.002709 -0.017587 -0.004194 -0.0104 -0.013148 -0.004471 -0.008752 -0.016873 -0.02923 -0.047366 -0.025777 -0.037697 -1.962268 1.201489 -0.673787 -1.004269;
41, -0.361565 -0.77461 -0.989599 -0.379853 0.058202 -0.00279 0.082667 0.072762 0.102082 0.090874 0.087069 0.091277 0.045287 0.024084 0.024852 0.020509 0.034779 0.035989 -0.024953 -0.006362 -0.007124 0.020457 -0.017563 -0.028142 -0.015889 -0.007982 0.012421 0.000814 -0.035872 -0.026396 -0.019151 -1.597822 0.627733 -0.679019 -1.089801;
42, -0.153046 -0.757844 -1.318019 -0.432108 -0.871795 0.044266 0.124534 0.064138 0.087602 0.046456 0.053936 0.054656 0.031143 0.032358 -0.012428 0.0042 0.026515 -0.00318 -0.050851 0.000023 -0.01705 -0.032533 -0.039021 -0.052663 -0.055364 -0.073731 -0.052156 -0.071583 -0.080843 -0.041403 -0.06715 -0.908434 0.449793 -0.614531 -0.773748;
43, -0.236274 -1.087194 -2.051108 -0.686519 -1.66715 0.059879 0.158933 0.064362 0.076527 0.045295 0.041648 0.06226 0.014635 -0.022074 -0.053582 -0.004725 0.039004 0.036768 -0.107694 -0.08622 -0.092667 -0.070521 -0.085019 -0.079003 -0.053125 -0.050641 -0.058047 -0.057987 -0.073081 -0.065261 -0.065072 -0.870049 0.25707 -0.665577 -1.132803;
44, 0.632067 -0.089392 -0.827061 -0.422784 -0.973501 0.059444 0.072494 0.03696 0.021159 -0.022255 0.010635 0.016747 0.023631 0.033032 -0.014184 -0.015875 0.01913 0.042592 0.010096 0.047534 -0.047692 -0.019496 -0.022074 -0.031892 0.033335 0.036553 0.062058 0.004403 -0.001338 0.03867 0.024809 -0.127237 0.100713 -0.592876 -0.69857;
45, 0.141336 0.164554 0.112924 0.083869 -1.213135 0.056285 0.042219 0.000332 -0.038691 -0.012602 -0.028732 0.009483 0.039131 0.015804 -0.026528 -0.020921 -0.016674 -0.006589 -0.005926 0.018284 0.019204 0.035896 0.001303 -0.008864 -0.00445 0.001378 -0.002624 -0.0027 0.039585 0.02136 -0.017122 0.196662 -0.184409 -0.52418 -0.697535;
46, -0.27859 -0.591616 0.085413 0.909855 -1.649823 0.06048 0.022903 -0.042659 -0.012058 -0.013469 -0.040822 -0.007367 0.041304 0.035349 0.024394 0.01682 0.006677 -0.020469 -0.088482 -0.065798 -0.052104 -0.038799 -0.023973 -0.005969 0.050666 0.061023 0.046111 0.07094 0.070362 0.087668 0.095263 0.282122 -0.270558 -0.442219 -0.536319;
47, -0.468965 -0.932464 -0.257266 1.923471 -1.70476 -0.147361 0.005517 -0.058927 -0.055893 0.012351 0.028288 0.012164 -0.049718 -0.099087 -0.087427 -0.046122 -0.034136 -0.081002 -0.091408 -0.105028 -0.063468 -0.082869 -0.059632 -0.072768 -0.046607 -0.070942 -0.051604 -0.058699 -0.062512 -0.084957 -0.082327 0.319279 -0.303638 0.033944 0.045425;
48, -0.2751 -0.573344 0.398166 1.594244 -0.684609 -0.001664 -0.0344 -0.048296 -0.068384 -0.015268 -0.006305 0.004268 -0.010677 0.009907 -0.032866 -0.00775 0.001632 -0.027795 -0.063273 -0.037674 -0.029957 -0.046106 -0.026176 -0.003594 -0.004167 0.013095 -0.000012 0.006307 -0.0004 0.020303 0.044571 0.340418 -0.29025 -0.123484 -0.100793;
49, -0.356213 -0.367201 0.941704 1.399535 -0.20692 0.012138 -0.060888 -0.06379 0.004431 0.021659 0.012174 0.054375 0.020859 0.021335 0.010885 -0.013196 0.001867 -0.015031 -0.044423 -0.002284 0.025337 -0.010075 -0.014042 0.005163 -0.025625 -0.011444 -0.004235 -0.02941 0.000582 -0.005081 -0.007509 0.251291 -0.207512 0.311411 0.693801;
50, -0.288707 0.04223 0.20393 0.609642 -0.240125 -0.033008 -0.069932 0.028476 -0.010322 0.014052 0.000936 -0.038629 0.021349 -0.016788 -0.059635 -0.04358 -0.000543 0.021747 -0.018946 0.032514 -0.035817 0.028842 -0.02773 -0.015019 -0.007268 -0.019394 0.004044 -0.006414 -0.033881 -0.025466 -0.000538 0.319716 -0.318282 0.6651 1.465982;
51, -0.389154 0.654873 -0.141231 0.619149 0.672913 -0.036132 -0.086879 0.101191 -0.024636 0.016582 0.013259 0.004919 -0.047267 -0.082473 -0.05363 -0.031543 0.054048 0.068846 0.069164 -0.028613 -0.064369 -0.032648 0.024894 -0.00096 0.050659 -0.008079 -0.020969 -0.013114 -0.018949 -0.019511 -0.006726 0.309256 -0.318372 0.936581 2.003821;
52, -0.041458 -0.071022 -1.462017 -0.984394 -1.190217 0.008236 0.049801 0.090912 0.137525 0.023898 0.074702 0.068785 0.016576 0.038844 0.050443 0.046435 -0.015641 0.031569 0.022532 0.019623 -0.031657 0.002313 -0.029266 -0.041176 -0.018757 -0.037206 -0.040541 -0.039219 -0.047562 -0.008798 -0.0587 -1.110148 0.353406 -0.590313 -0.48448;
53, -0.109691 0.8345 -0.513435 -0.55836 -0.67317 -0.033008 0.133122 0.070927 0.006731 0.07322 0.061567 0.043801 0.081128 0.029215 0.065372 0.078267 0.016128 0.01536 0.192983 0.125805 0.063518 0.148198 0.103766 0.103514 0.109024 -0.017078 -0.04513 -0.038744 -0.012192 -0.041413 -0.06787 -1.635913 0.839771 -0.591998 -0.77753;
54, 0.074158 -0.231241 -0.411784 -0.48277 -0.403141 -0.036773 0.075725 0.072004 0.008986 0.003359 0.044721 0.019138 0.069029 0.188408 0.225915 0.12544 0.00632 -0.002238 -0.007252 0.011994 0.00692 0.065478 0.034856 -0.003183 0.012514 -0.011501 0.029222 0.068269 0.057467 0.012987 -0.041189 -0.682631 0.266827 -0.639351 -0.85663;
55, -0.231474 -0.515916 -1.186229 -0.750186 -0.781747 0.000007 0.051444 0.066842 0.140937 0.114499 0.019216 0.021873 0.035829 0.027716 -0.008701 -0.010074 0.006192 -0.015979 -0.06944 0.015479 -0.020332 -0.018415 -0.007563 -0.009687 0.002194 -0.02834 -0.028473 -0.019918 -0.032381 -0.018258 -0.020554 -0.409283 0.108413 -0.626777 -0.771241;
56, -0.217021 -0.308801 -1.864582 -0.781463 -0.984282 0.036921 0.082469 0.045244 0.076257 0.02345 0.01466 0.015484 -0.001056 0.028251 0.017681 0.020762 0.018241 -0.036527 -0.079073 -0.061589 -0.087714 -0.050571 -0.049353 -0.06244 -0.071902 -0.058156 -0.064497 -0.058327 -0.062061 -0.062465 -0.056558 -0.102359 -0.122706 -0.650532 -1.06113;
57, -0.278142 -0.397844 -1.16545 -0.152979 -1.660794 0.04178 0.072607 0.059982 -0.017337 0.026132 0.008992 -0.005827 0.016985 -0.02024 -0.030721 -0.004261 0.007997 -0.016055 -0.082781 -0.036797 -0.04737 -0.002507 -0.040631 -0.017549 -0.01865 -0.006309 -0.021094 -0.023513 -0.036277 -0.044207 -0.029417 0.11116 -0.201696 -0.627782 -0.992325;
58, 0.368276 -0.943775 -0.865672 1.449798 -1.897575 0.042849 0.077903 -0.020025 0.034132 0.004826 -0.023501 -0.002246 -0.028528 -0.021734 -0.009451 -0.023948 -0.016022 -0.003294 -0.113199 -0.061918 -0.070615 -0.091243 -0.070069 -0.055677 -0.081883 -0.052368 -0.024476 -0.025887 -0.069884 -0.07937 -0.063311 0.192977 -0.227304 -0.633597 -0.997974;
59, -0.24633 -0.317941 -0.362134 0.548097 -1.152749 0.05212 0.041445 -0.007229 -0.033844 0.015948 0.011724 -0.025225 -0.015489 -0.031245 -0.042205 -0.050588 -0.025469 -0.052482 -0.060454 -0.03885 -0.039686 -0.033564 -0.024658 0.004249 0.0019 0.001256 -0.011004 -0.002967 0.013588 -0.00151 0.011839 0.298009 -0.2513 -0.584782 -0.782502;
60, -0.292744 -0.291285 0.39141 0.92156 -0.214134 0.066685 0.000776 -0.010634 -0.0045 0.007268 -0.000016 0.009735 0.014898 0.006015 0.002806 0.017039 0.003145 -0.013785 -0.049889 0.00126 0.021493 -0.001044 0.0032 -0.010194 -0.014699 -0.003109 -0.022488 -0.0107 0.008148 -0.002416 -0.000719 0.211605 -0.21144 -0.495269 -0.537616;
61, -0.285595 0.156484 0.384118 0.709639 -0.333369 -0.06284 0.012276 -0.101902 -0.128975 -0.070629 -0.098052 -0.053743 -0.020803 0.024805 0.024364 -0.027049 -0.036427 -0.04635 -0.009494 -0.057738 -0.035308 -0.008532 0.026074 0.011442 0.009417 0.083919 0.091723 0.049732 0.053286 -0.004093 0.097507 0.417933 -0.380284 -0.007056 -0.115677;
62, 0.007108 -0.471524 0.338095 0.700561 0.294087 -0.002198 -0.055744 0.050893 -0.010828 0.00922 -0.004967 -0.003613 -0.016563 -0.034049 -0.005764 0.02242 0.047097 0.001919 -0.070691 -0.017377 -0.009898 0.001071 -0.004107 0.033596 0.006754 0.006726 0.031643 0.028457 0.033962 -0.016988 0.058822 0.152934 -0.172639 -0.073801 0.614601;
63, 0.369608 0.760927 0.652864 0.303996 0.335589 -0.012619 -0.096926 -0.060729 -0.057901 -0.041298 -0.016819 -0.020992 -0.001081 0.057904 -0.004229 -0.029891 0.002037 0.016797 0.07132 0.042706 0.00023 0.055437 0.032722 0.060262 0.071391 0.04429 0.026077 0.077016 0.07012 0.072338 0.095275 0.376968 -0.348912 0.618832 0.889354;
64, -0.144752 0.445466 0.152213 -0.390351 0.619727 -0.057249 -0.057641 -0.004802 0.010699 0.011451 -0.022095 -0.038714 0.008841 0.021441 -0.011822 0.051913 0.005854 0.008755 0.011789 0.017513 -0.010828 -0.001637 -0.00553 -0.007554 0.016799 -0.007611 -0.020125 -0.005567 0.01621 0.002221 -0.015737 0.288893 -0.288417 0.646182 1.428205;
65, -0.138375 0.125832 -1.734256 -1.061821 -1.396374 0.046564 0.084836 0.041357 0.053722 -0.007412 0.025524 0.054201 0.038884 0.040423 0.01205 0.009663 0.005505 0.01963 -0.013029 -0.042858 -0.054112 -0.058788 -0.007414 -0.048386 -0.035227 -0.04732 -0.041553 -0.03696 -0.055422 -0.03171 -0.040549 -0.386906 0.041677 -0.640201 -0.954315;
66, -0.369369 1.013413 -0.805788 -1.135332 -0.857039 0.031706 0.119853 0.002365 0.045367 0.065848 0.042684 0.035707 0.015343 0.029501 0.029769 0.006365 0.021218 0.043437 0.149999 -0.020024 0.009951 -0.016099 -0.051907 -0.047144 -0.041714 -0.046476 -0.059985 -0.061266 -0.031693 -0.059462 -0.029605 -0.455069 0.1628 -0.667121 -1.084515;
67, -0.283937 0.474153 -1.469051 -0.799233 0.017998 0.032604 0.119407 0.045835 0.09613 0.078858 0.034555 0.017164 0.00792 0.021489 0.009747 0.011663 0.018573 0.007206 0.051569 0.008155 -0.03435 -0.044641 -0.018021 -0.039481 -0.038785 -0.048897 -0.052041 -0.039072 -0.062574 -0.037488 -0.032656 -0.570796 0.064949 -0.6721 -1.121335;
68, -0.401469 -0.106587 -1.055734 -0.595852 -0.433867 0.030715 0.063254 0.045821 0.032292 0.033555 0.024815 0.023429 0.024215 0.015486 0.025114 0.024001 0.037994 0.011178 -0.035691 -0.046204 -0.033329 0.001012 -0.041842 -0.036011 -0.060251 -0.043327 -0.053214 -0.04973 -0.036885 -0.01339 -0.014191 -0.207711 -0.056018 -0.652611 -1.054208;
69, -0.026807 -0.549483 -1.564281 -0.411897 -0.043671 0.043439 0.087154 0.046232 0.05377 0.01777 0.046341 0.039133 -0.033372 -0.00115 -0.024572 -0.018148 -0.022337 -0.100013 -0.078636 -0.062444 -0.094174 -0.07523 -0.064941 -0.075681 -0.075355 -0.069374 -0.074113 -0.051757 -0.05294 -0.054408 -0.050214 0.072895 -0.187254 -0.635465 -1.086393;
70, -0.320363 -0.250685 -1.301138 -0.213296 -0.659326 0.063713 0.05338 0.009098 0.016921 0.024798 0.025418 -0.028592 -0.038454 0.010088 0.012606 -0.006061 -0.007786 -0.016904 -0.074318 -0.057762 -0.073111 -0.028478 -0.053877 -0.054665 -0.060174 -0.023446 -0.048831 -0.052277 -0.072665 -0.029173 -0.044769 0.171492 -0.233608 -0.590847 -0.791373;
